zip,lat,lng
46741,41.216995, -84.951172
46742,41.548594, -84.879092
46743,41.215359, -84.851125
46745,40.951657, -85.009422
46746,41.725354, -85.344932
46747,41.565687, -85.157978
46748,41.248585, -85.161149
46750,40.878460, -85.496399
46755,41.449220, -85.275147
46759,40.603927, -85.178498
46760,41.345491, -85.552692
46761,41.634450, -85.377399
46763,41.301427, -85.232689
46764,41.224389, -85.620412
46765,41.232447, -85.048745
46766,40.708823, -85.288636
46767,41.470883, -85.570523
46770,40.837684, -85.324251
46771,41.694296, -85.296149
46772,40.721508, -84.913716
46773,40.982148, -84.875607
46774,41.089259, -84.972549
46776,41.721181, -85.165915
46777,40.869136, -85.147577
46779,41.577202, -85.039473
46781,40.632380, -85.268890
46783,40.969261, -85.357314
46784,41.500444, -85.388310
46785,41.323197, -84.877756
46786,41.532044, -85.272374
46787,41.066251, -85.619724
46788,41.272928, -84.908026
46791,40.837816, -85.232101
46792,40.684316, -85.443330
46793,41.452403, -85.015268`

const rawData2 = `zip,AGE GROUP,claims,TOTAL NUMBER OF MENTAL HEALTH PATIENTS,cost,TOTAL NUMBER OF ER CLAIMS FROM MENTAL HEALTH PATIENTS
46001,"Youth",5662,109,648428,134
46001,"Adult",10816,153,1369987,503
46011,"Youth",10419,177,1104769,207
46011,"Adult",16152,204,2397808,687
46012,"Youth",13331,214,1798698,279
46012,"Adult",19852,281,2493697,1010
46013,"Youth",10729,206,1312739,214
46013,"Adult",22714,278,2903455,1041
46016,"Youth",25004,455,2772984,644
46016,"Adult",71175,871,9917926,4155
46017,"Youth",3545,63,428166,103
46017,"Adult",4626,75,541335,231
46030,"Youth",853,27,72283,22
46030,"Adult",1807,23,285103,203
46032,"Youth",1787,50,163565,45
46032,"Adult",9809,107,1554064,384
46033,"Youth",1344,29,355832,25
46033,"Adult",3956,57,698796,120
46034,"Youth",1269,34,170086,36
46034,"Adult",3138,42,392052,184
46036,"Youth",8554,200,887060,187
46036,"Adult",15112,246,2028534,921
46037,"Youth",2805,76,509031,43
46037,"Adult",2522,46,483242,125
46038,"Youth",3397,86,394578,89
46038,"Adult",5857,85,1256242,181
46040,"Youth",2788,59,379806,48
46040,"Adult",3634,56,428058,156
46041,"Youth",11238,281,1145138,391
46041,"Adult",27145,384,3601385,2162
46044,"Youth",805,23,93764,30
46048,"Youth",1222,25,168663,NA
46051,"Adult",1547,23,204871,62
46052,"Youth",13317,195,1725519,311
46052,"Adult",22794,304,3553881,1623
46055,"Youth",2727,51,405869,58
46055,"Adult",1027,21,151352,47
46056,"Adult",1247,23,122329,38
46060,"Youth",10590,282,1285248,286
46060,"Adult",25785,342,3851829,1687
46062,"Youth",3641,108,445823,96
46062,"Adult",8348,125,1635986,444
46064,"Youth",2804,66,353348,59
46064,"Adult",5721,78,698768,238
46065,"Youth",1280,35,130700,59
46065,"Adult",2719,34,640788,159
46068,"Youth",1204,21,133647,50
46069,"Youth",1795,44,220860,69
46069,"Adult",5322,64,1254468,272
46071,"Youth",990,22,102525,NA
46071,"Adult",2368,32,376019,142
46072,"Youth",2546,61,259048,128
46072,"Adult",5361,81,881312,291
46074,"Youth",4192,103,504607,111
46074,"Adult",7862,111,930256,342
46077,"Youth",1848,37,378624,55
46077,"Adult",6045,60,2128870,146
46105,"Adult",1304,21,138831,37
46106,"Youth",2911,42,365989,37
46106,"Adult",1353,27,206468,80
46107,"Youth",9539,134,1280350,184
46107,"Adult",9499,130,1379896,460
46112,"Youth",10378,191,1266141,185
46112,"Adult",12002,158,1802801,531
46113,"Youth",11736,193,1469499,210
46113,"Adult",8286,106,1285738,446
46115,"Youth",1281,28,226779,44
46118,"Youth",2760,49,239322,63
46118,"Adult",2838,44,402420,223
46120,"Youth",3385,75,417993,85
46120,"Adult",5545,93,776689,363
46121,"Youth",1317,30,150820,36
46122,"Youth",4566,101,522237,123
46122,"Adult",10161,136,1289648,409
46123,"Youth",9495,178,1401220,167
46123,"Adult",8715,127,1254203,396
46124,"Youth",6315,83,726805,117
46124,"Adult",8433,121,1232090,502
46126,"Youth",1060,26,132155,34
46126,"Adult",3537,46,462931,123
46128,"Youth",1017,22,154053,NA
46128,"Adult",1499,27,191619,130
46131,"Youth",22253,303,2452381,424
46131,"Adult",28474,345,3984871,1367
46135,"Youth",7681,202,879383,298
46135,"Adult",23012,306,3456840,1364
46140,"Youth",12852,228,1288700,296
46140,"Adult",19994,262,2888964,1153
46142,"Youth",15364,202,1970346,216
46142,"Adult",17335,199,2716221,725
46143,"Youth",47752,479,5219754,583
46143,"Adult",25652,320,4021598,1166
46148,"Youth",1476,26,201721,NA
46148,"Adult",3022,38,459576,191
46151,"Youth",19458,363,2184345,631
46151,"Adult",27698,448,3882174,2218
46157,"Adult",1397,30,147761,97
46158,"Youth",19060,272,2098347,386
46158,"Adult",11413,171,1395908,661
46160,"Youth",4176,71,623377,82
46160,"Adult",3919,59,692400,225
46163,"Youth",2330,46,345401,39
46163,"Adult",3027,41,374806,128
46164,"Youth",3549,44,394150,103
46164,"Adult",1879,26,334940,80
46166,"Youth",1808,34,189457,43
46166,"Adult",1311,26,169037,148
46167,"Adult",2329,22,360801,93
46168,"Youth",7330,175,871550,229
46168,"Adult",19980,305,2802888,919
46172,"Youth",1601,35,211577,50
46172,"Adult",2324,32,335107,141
46173,"Youth",6157,147,636242,333
46173,"Adult",17131,224,2016670,1020
46176,"Youth",8591,171,1337444,257
46176,"Adult",40286,425,5486452,2102
46181,"Youth",1550,30,215627,NA
46181,"Adult",2545,40,426229,150
46184,"Youth",9969,122,1081850,119
46184,"Adult",5198,71,699180,220
46201,"Youth",29056,543,3657264,885
46201,"Adult",66471,1005,9668917,4832
46202,"Youth",5642,98,684566,115
46202,"Adult",29574,458,4761798,2681
46203,"Youth",44484,695,5703147,1005
46203,"Adult",49268,733,8364218,3441
46204,"Youth",16410,159,2401644,283
46204,"Adult",24038,352,3637043,2100
46205,"Youth",16510,297,2380280,331
46205,"Adult",34466,487,5712860,1716
46208,"Youth",11101,226,1315575,321
46208,"Adult",37580,547,6670725,2790
46214,"Youth",11360,242,1420143,275
46214,"Adult",10259,176,1737451,644
46217,"Youth",14980,183,1697323,188
46217,"Adult",11945,175,1735415,702
46218,"Youth",36587,659,4251680,785
46218,"Adult",57058,793,8254043,3334
46219,"Youth",39338,586,5002334,795
46219,"Adult",62213,725,10420573,3003
46220,"Youth",7017,116,1299979,114
46220,"Adult",10401,150,2127084,338
46221,"Youth",21543,409,3277514,597
46221,"Adult",20957,337,3382561,1439
46222,"Youth",39806,716,5439886,970
46222,"Adult",53607,712,9770690,2991
46224,"Youth",19700,399,2414152,471
46224,"Adult",28465,416,3889552,1402
46225,"Youth",6291,99,763977,158
46225,"Adult",10767,153,1881282,677
46226,"Youth",54643,866,6300861,981
46226,"Adult",50011,674,8219530,2706
46227,"Youth",45405,612,5149291,690
46227,"Adult",75785,825,10610969,3653
46228,"Youth",5361,120,722231,105
46228,"Adult",7426,110,1292084,296
46229,"Youth",30909,498,3334654,457
46229,"Adult",29918,390,5241823,1872
46231,"Youth",5959,116,719068,148
46231,"Adult",5062,75,849553,336
46234,"Youth",13403,244,1888708,314
46234,"Adult",10694,172,1654453,682
46235,"Youth",38007,685,4143529,828
46235,"Adult",30621,430,5309011,1863
46236,"Youth",9149,157,1077669,119
46236,"Adult",7002,112,1331584,294
46237,"Youth",17971,261,2053976,312
46237,"Adult",16285,247,3153442,882
46239,"Youth",18718,281,2007951,275
46239,"Adult",11774,152,2367929,480
46240,"Youth",5196,100,618731,99
46240,"Adult",9875,122,990577,242
46241,"Youth",44799,681,5700344,825
46241,"Adult",40120,561,7165811,2254
46250,"Youth",2822,60,325277,58
46250,"Adult",19608,181,5381771,961
46254,"Youth",21863,435,2840697,367
46254,"Adult",22021,318,3675946,984
46256,"Youth",4911,80,504094,90
46256,"Adult",7583,102,1644904,350
46259,"Youth",4321,47,442864,59
46259,"Adult",1421,25,212280,75
46260,"Youth",13568,303,1863245,254
46260,"Adult",27231,281,6275402,846
46268,"Youth",10301,211,1340459,197
46268,"Adult",19748,230,2661127,459
46278,"Youth",1372,24,195138,NA
46280,"Youth",3136,54,367722,56
46280,"Adult",2541,40,337204,120
46303,"Youth",2979,68,252709,77
46303,"Adult",6779,111,1026914,240
46304,"Youth",3717,87,1130920,65
46304,"Adult",15098,236,2088418,640
46307,"Youth",7537,145,848878,180
46307,"Adult",25452,388,4413664,969
46310,"Youth",4566,75,471969,92
46310,"Adult",7520,109,902464,248
46311,"Youth",4290,57,843851,83
46311,"Adult",4949,69,741111,174
46312,"Youth",12201,333,1550932,619
46312,"Adult",33701,480,5320397,1989
46319,"Youth",4708,112,476554,117
46319,"Adult",12896,178,1691687,488
46320,"Youth",8480,245,926025,285
46320,"Adult",25573,322,3590328,1352
46321,"Adult",5944,67,1268327,206
46322,"Youth",2646,70,362980,57
46322,"Adult",9230,138,1615523,323
46323,"Youth",5199,153,704870,163
46323,"Adult",18462,259,2322685,804
46324,"Youth",9355,226,1330434,268
46324,"Adult",17475,249,3312326,806
46327,"Youth",5328,171,482745,195
46327,"Adult",9679,161,1404386,437
46341,"Youth",1478,45,170658,66
46341,"Adult",6989,93,842150,258
46342,"Youth",8550,212,897132,231
46342,"Adult",37123,494,7003661,1438
46346,"Adult",2325,30,596523,108
46347,"Youth",2098,23,541201,54
46347,"Adult",3055,29,518930,65
46349,"Youth",1425,22,174852,NA
46349,"Adult",1042,25,153647,NA
46350,"Youth",11121,251,1132368,360
46350,"Adult",45186,573,5417795,2024
46356,"Youth",2068,56,242497,68
46356,"Adult",6459,94,1117397,202
46360,"Youth",20497,474,2040490,802
46360,"Adult",79354,824,9039046,3791
46366,"Youth",1908,37,208527,51
46366,"Adult",9410,134,1458481,480
46368,"Youth",10283,273,1275184,387
46368,"Adult",45334,658,5767357,1739
46373,"Adult",2146,29,410789,49
46374,"Adult",2051,24,206850,72
46375,"Youth",6181,85,1066774,124
46375,"Adult",6345,93,925269,249
46383,"Youth",7968,169,769768,254
46383,"Adult",54255,613,8696354,1764
46385,"Youth",6252,166,720318,174
46385,"Adult",25990,402,3154300,1046
46390,"Adult",1295,24,149219,77
46391,"Adult",5881,91,941221,299
46392,"Youth",3281,46,472206,72
46392,"Adult",4212,63,477462,175
46394,"Youth",2694,83,330797,84
46394,"Adult",8945,144,1318822,322
46402,"Youth",1673,59,173023,44
46402,"Adult",32345,263,4636210,727
46403,"Youth",3883,103,444302,128
46403,"Adult",16078,258,2274292,681
46404,"Youth",6297,169,683341,165
46404,"Adult",17963,284,2822300,700
46405,"Youth",3702,114,388863,132
46405,"Adult",33893,363,4157468,1082
46406,"Youth",4057,107,1488627,111
46406,"Adult",9274,163,1351418,469
46407,"Youth",3092,114,382775,83
46407,"Adult",20382,295,2807346,632
46408,"Youth",7388,188,912751,168
46408,"Adult",27893,382,3491795,974
46409,"Youth",4303,95,515282,89
46409,"Adult",10093,159,1750867,491
46410,"Youth",9226,239,1092091,200
46410,"Adult",42807,527,8818973,951
46501,"Youth",2497,41,295988,50
46501,"Adult",3407,47,362759,108
46504,"Youth",1440,26,178955,36
46504,"Adult",2074,23,245956,96
46506,"Youth",3382,52,450814,38
46506,"Adult",5502,76,1317189,171
46507,"Youth",2376,44,248062,53
46507,"Adult",3691,34,514127,70
46510,"Youth",1510,29,318801,44
46510,"Adult",3597,39,384474,234
46511,"Youth",1634,30,187938,30
46511,"Adult",3887,56,894974,147
46514,"Youth",16670,269,1511778,360
46514,"Adult",21795,250,2704587,997
46516,"Youth",21343,303,1984647,416
46516,"Adult",31724,350,4110496,1858
46517,"Youth",12390,174,1123892,240
46517,"Adult",21721,200,2169749,767
46524,"Youth",1271,21,151419,NA
46524,"Adult",1890,22,457455,79
46526,"Youth",12311,171,1195586,194
46526,"Adult",19559,168,2042910,626
46527,"Youth",6174,43,489452,64
46528,"Youth",7419,116,608072,163
46528,"Adult",14869,136,1745118,490
46530,"Youth",3796,43,428161,NA
46530,"Adult",2800,39,391633,65
46532,"Adult",2145,34,212597,104
46534,"Youth",3712,79,367444,146
46534,"Adult",22260,320,3200298,1078
46538,"Youth",971,21,152050,NA
46538,"Adult",1959,31,268554,72
46539,"Youth",1167,24,178152,35
46539,"Adult",1805,21,230031,96
46540,"Youth",2149,28,252463,43
46540,"Adult",2074,22,211786,67
46542,"Youth",2554,36,412982,34
46542,"Adult",2073,27,310748,106
46544,"Youth",34192,253,2964184,329
46544,"Adult",19794,216,2307937,723
46545,"Youth",6799,112,592564,114
46545,"Adult",12653,145,1474692,422
46550,"Youth",2803,46,759648,33
46550,"Adult",1741,28,224932,60
46552,"Adult",2412,28,226824,100
46554,"Youth",1599,23,204747,24
46554,"Adult",2106,25,196959,39
46555,"Adult",1654,27,215770,75
46561,"Youth",4743,67,502083,64
46561,"Adult",2306,35,347396,113
46562,"Youth",4863,73,738553,167
46562,"Adult",3945,66,514299,296
46563,"Youth",11618,188,1934255,248
46563,"Adult",35285,365,5960257,1046
46565,"Adult",1085,21,92590,57
46567,"Youth",4464,86,685300,66
46567,"Adult",5645,86,672358,220
46571,"Adult",1927,24,386253,101
46574,"Youth",3213,54,380002,51
46574,"Adult",5491,74,715610,221
46580,"Youth",14364,253,2196934,393
46580,"Adult",39613,422,8588351,2029
46581,"Adult",2244,23,271772,123
46582,"Youth",7371,118,1068546,159
46582,"Adult",18763,159,2838269,596
46590,"Youth",1566,25,215506,49
46590,"Adult",1949,31,327756,47
46601,"Youth",4873,73,557253,118
46601,"Adult",26417,304,3803747,1462
46613,"Youth",7495,138,783345,126
46613,"Adult",11497,173,1538603,911
46614,"Youth",7141,122,708471,151
46614,"Adult",10658,127,1744702,296
46615,"Youth",7053,118,713625,85
46615,"Adult",14065,132,1545694,385
46616,"Youth",3403,51,351679,34
46616,"Adult",9438,93,1169031,320
46617,"Youth",2395,38,239969,NA
46617,"Adult",10744,92,1357151,227
46619,"Youth",15516,242,1733178,195
46619,"Adult",11147,137,1623236,636
46628,"Youth",14581,250,1451011,209
46628,"Adult",32116,308,3304343,765
46637,"Youth",3644,58,360572,42
46637,"Adult",5282,61,618158,146
46701,"Youth",2889,64,324302,136
46701,"Adult",8506,91,1285576,349
46702,"Youth",2487,45,319158,64
46702,"Adult",3340,37,440472,168
46703,"Youth",9319,194,1139679,294
46703,"Adult",27768,306,3568956,1421
46705,"Adult",3186,34,393344,74
46706,"Youth",6826,152,869447,160
46706,"Adult",23086,278,2838416,1301
46710,"Youth",1590,36,167348,52
46710,"Adult",3249,42,545939,153
46711,"Youth",2357,49,322138,99
46711,"Adult",5326,82,830840,211
46714,"Youth",6527,142,747542,213
46714,"Adult",18818,272,3293959,885
46721,"Youth",2546,52,278743,90
46721,"Adult",6887,85,1082077,345
46723,"Youth",1580,35,261327,32
46723,"Adult",2401,38,435932,84
46725,"Youth",10978,198,1697626,233
46725,"Adult",25456,282,6582913,1271
46732,"Youth",3511,56,486517,68
46732,"Adult",4718,58,573465,236
46733,"Youth",7036,152,781425,203
46733,"Adult",19715,287,3475257,1029
46737,"Youth",2600,59,294159,152
46737,"Adult",4625,67,714483,191
46738,"Youth",4972,102,635200,144
46738,"Adult",7940,133,1055902,487
46740,"Youth",1636,32,145665,39
46740,"Adult",3131,43,470159,151
46742,"Youth",1850,26,252297,22
46742,"Adult",2965,36,296592,158
46746,"Youth",1581,30,242744,41
46746,"Adult",4262,48,842349,84
46747,"Youth",995,27,101141,58
46747,"Adult",1938,24,223311,131
46748,"Youth",1899,27,215146,33
46748,"Adult",2243,29,417529,86
46750,"Youth",25114,359,3433256,612
46750,"Adult",45637,535,9488597,1854
46755,"Youth",12989,240,1576424,342
46755,"Adult",39345,393,5401048,1854
46761,"Youth",4209,75,572623,114
46761,"Adult",13581,149,3400332,397
46765,"Youth",1897,29,180929,26
46767,"Youth",3238,84,399876,87
46767,"Adult",5542,73,880946,272
46770,"Adult",1877,21,407251,64
46774,"Youth",5768,102,874396,145
46774,"Adult",12370,160,1911035,713
46776,"Adult",1647,21,196942,59
46777,"Youth",2691,48,298268,83
46777,"Adult",3146,51,348696,63
46779,"Youth",1272,21,153309,51
46779,"Adult",1245,25,123549,67
46783,"Adult",2226,31,758858,110
46784,"Youth",1169,27,144820,64
46784,"Adult",2442,27,300151,108
46787,"Youth",1273,33,188553,24
46787,"Adult",1878,26,305754,91
46792,"Youth",1701,31,192521,31
46792,"Adult",1928,24,246759,65
46793,"Youth",2917,58,333690,151
46793,"Adult",4569,75,549260,343
46795,"Youth",2986,55,343143,110
46795,"Adult",4824,65,529688,263
46802,"Youth",4473,96,672519,127
46802,"Adult",38445,520,6360056,2558
46803,"Youth",7323,177,1042686,261
46803,"Adult",24840,372,3548888,1574
46804,"Youth",3711,65,627164,58
46804,"Adult",8597,126,1491402,363
46805,"Youth",10413,183,1566925,276
46805,"Adult",41242,505,6700887,2421
46806,"Youth",23375,487,3479027,718
46806,"Adult",39427,644,6965182,3294
46807,"Youth",10735,197,1466846,270
46807,"Adult",22441,360,3679324,1444
46808,"Youth",12918,266,1822960,474
46808,"Adult",47102,594,7807107,3323
46809,"Youth",3808,76,547791,108
46809,"Adult",13966,186,2835947,547
46814,"Youth",1518,30,215961,NA
46814,"Adult",2468,34,394203,45
46815,"Youth",8655,162,1224755,172
46815,"Adult",19706,240,3651113,902
46816,"Youth",9378,195,1567004,303
46816,"Adult",33537,438,5512340,2068
46818,"Youth",7458,146,1184210,246
46818,"Adult",21807,266,4637997,910
46819,"Youth",3725,63,485313,55
46819,"Adult",7031,100,1147783,366
46825,"Youth",8092,166,1097290,253
46825,"Adult",26972,319,5115619,1513
46835,"Youth",6013,130,790693,139
46835,"Adult",15743,219,3301758,673
46845,"Youth",1460,27,200502,32
46845,"Adult",3072,46,756781,121
46901,"Youth",27041,562,4112679,683
46901,"Adult",69586,941,10024700,3205
46902,"Youth",17014,358,2231404,461
46902,"Adult",44956,550,6275445,2055
46904,"Adult",7446,32,2302196,89
46910,"Youth",2309,40,397650,41
46910,"Adult",3497,47,420571,223
46914,"Adult",3536,37,481234,149
46919,"Adult",3044,38,416663,125
46923,"Youth",5566,87,507399,101
46923,"Adult",7680,106,817506,307
46926,"Youth",1184,22,103655,26
46926,"Adult",2299,25,258694,58
46928,"Youth",2298,43,272623,74
46928,"Adult",3284,54,376381,212
46929,"Youth",3020,47,304825,85
46929,"Adult",3836,45,657029,199
46932,"Youth",1286,21,158197,32
46932,"Adult",1827,33,233560,103
46933,"Youth",3858,61,451979,100
46933,"Adult",10361,117,1452750,424
46936,"Youth",1551,41,154540,96
46936,"Adult",3030,44,424974,122
46938,"Youth",1821,32,196739,49
46938,"Adult",2466,48,254069,141
46939,"Youth",1483,28,204120,30
46939,"Adult",2610,37,302926,116
46940,"Adult",2686,23,1466996,75
46947,"Youth",28388,479,3715303,627
46947,"Adult",86503,792,14306445,2718
46951,"Adult",1411,23,149505,53
46952,"Youth",10510,190,1372558,360
46952,"Adult",60147,635,8791082,2963
46953,"Youth",9916,222,1094858,422
46953,"Adult",72657,757,8475747,3585
46962,"Youth",5309,98,747203,99
46962,"Adult",7556,104,1258720,210
46970,"Youth",22893,461,2590905,611
46970,"Adult",51312,609,7555810,2228
46975,"Youth",13377,253,1705885,308
46975,"Adult",22270,294,2732692,817
46978,"Youth",2742,39,326096,24
46979,"Youth",1045,23,132372,36
46979,"Adult",2084,29,343859,52
46982,"Youth",1808,28,236014,51
46982,"Adult",2535,31,868856,85
46989,"Adult",2381,34,466421,124
46991,"Adult",2406,24,266261,96
46992,"Youth",21985,324,2737641,450
46992,"Adult",28774,391,6714237,1171
46996,"Youth",4778,75,688330,108
46996,"Adult",12609,152,1984107,445
47001,"Youth",4386,100,735793,131
47001,"Adult",17291,216,2756713,825
47006,"Youth",4418,93,466918,199
47006,"Adult",14463,158,2559255,524
47012,"Youth",3850,85,365312,102
47012,"Adult",8901,125,1090409,290
47018,"Youth",1256,35,158414,61
47018,"Adult",4971,74,791744,196
47024,"Youth",3656,61,391984,83
47024,"Adult",5682,75,799319,200
47025,"Youth",6371,156,658605,249
47025,"Adult",34728,409,6227484,1250
47030,"Youth",1564,27,221312,43
47030,"Adult",1464,27,173027,74
47031,"Youth",2190,53,286111,89
47031,"Adult",5269,78,734374,215
47032,"Youth",977,29,102270,63
